Id,Banned hero
1538,Azir
1538,Vladimir
1538,Irelia
1538,Rumble
1539,Braum
1539,Irelia
1539,Karma
1539,Vladimir
1539,Azir
1539,Nidalee
1540,Azir
1540,Irelia
1540,Olaf
1540,Vladimir
1540,Shen
1540,Trundle
1541,Swain
1541,Shen
1541,Trundle
1541,Irelia
1541,Olaf
1541,Vladimir
1542,Braum
1542,Syndra
1542,Bard
1542,Caitlyn
1542,Vladimir
1542,Ryze
1543,Caitlyn
1543,Ryze
1543,Draven
1543,Bard
1543,Vladimir
1543,Braum
1544,Swain
1544,Nidalee
1544,Azir
1544,Vladimir
1544,Bard
1544,Ashe
1545,Bard
1545,Shen
1545,Irelia
1545,Vladimir
1545,Viktor
1545,Nidalee
1546,Azir
1546,Bard
1546,Olaf
1546,Ryze
1546,Jhin
1546,Vladimir
1547,Jhin
1547,Ryze
1547,Nidalee
1547,Vladimir
1547,Viktor
1547,Azir
1548,Irelia
1548,Olaf
1548,Ryze
1548,Nidalee
1548,Azir
1548,Gnar
1549,Azir
1549,Karma
1549,Gnar
1549,Nidalee
1549,Vladimir
1549,Olaf
1550,Bard
1550,Taliyah
1550,Azir
1550,Shen
1550,Karma
1550,Malzahar
1551,Trundle
1551,Malzahar
1551,Shen
1551,Bard
1551,Vladimir
1551,Irelia
1552,Shen
1552,Bard
1552,Elise
1552,Azir
1552,Nidalee
1552,Vladimir
1553,Azir
1553,Nidalee
1553,Vladimir
1553,Shen
1553,Ryze
1553,Draven
1554,Olaf
1554,Cassiopeia
1554,Nidalee
1554,Bard
1554,Braum
1554,Varus
1555,Bard
1555,Braum
1555,Varus
1555,Olaf
1555,Nidalee
1555,Azir
1556,Trundle
1556,Malzahar
1556,Gnar
1556,Nidalee
1556,Olaf
1556,Sivir
1557,Nidalee
1557,Olaf
1557,Irelia
1557,Malzahar
1557,Karma
1557,Gnar
1558,Bard
1558,Vladimir
1558,Irelia
1558,Elise
1558,Nidalee
1558,Shen
1559,Trundle
1559,Elise
1559,Shen
1559,RekSai
1559,Vladimir
1559,Nidalee
1560,Irelia
1560,RekSai
1560,Shen
1560,Azir
1560,Elise
1560,Vladimir
1561,Azir
1561,Elise
1561,Vladimir
1561,Shen
1561,Bard
1561,Irelia
1562,Viktor
1562,RekSai
1562,Azir
1562,Nidalee
1562,Olaf
1562,Sivir
1563,Olaf
1563,Leblanc
1563,Sivir
1563,Nidalee
1563,Jax
1563,Braum
1564,Azir
1564,Karma
1564,Sivir
1564,Bard
1564,Nidalee
1564,Vladimir
1565,Bard
1565,Irelia
1565,RekSai
1565,Azir
1565,Rumble
1565,Sivir
1566,Shen
1566,Caitlyn
1566,Vladimir
1566,Azir
1566,Jhin
1566,Nidalee
1567,Azir
1567,Jax
1567,Jhin
1567,Shen
1567,Sivir
1567,Vladimir
1568,Zilean
1568,Azir
1568,Elise
1568,Vladimir
1568,Shen
1568,Nidalee
1569,Shen
1569,Illaoi
1569,Taric
1569,Zilean
1569,Nidalee
1569,Braum
1570,Olaf
1570,Sivir
1570,Irelia
1570,Caitlyn
1570,Malzahar
1570,Nidalee
1571,Caitlyn
1571,Malzahar
1571,RekSai
1571,Olaf
1571,Nidalee
1571,Sivir
1572,Malzahar
1572,Shen
1572,Elise
1572,Azir
1572,Zilean
1572,Karma
1573,Nidalee
1573,Irelia
1573,Zilean
1573,Malzahar
1573,Shen
1573,Elise
1574,Morgana
1574,Azir
1574,Irelia
1574,Shen
1574,Bard
1574,Ashe
1575,Bard
1575,Illaoi
1575,Shen
1575,Morgana
1575,Nidalee
1575,Irelia
1576,Malzahar
1576,Elise
1576,Shen
1576,Nidalee
1576,Olaf
1576,Irelia
1577,Nidalee
1577,Irelia
1577,Olaf
1577,Malzahar
1577,Elise
1577,Shen
1578,Caitlyn
1578,Malzahar
1578,Nidalee
1578,Bard
1578,Jhin
1578,Olaf
1579,Bard
1579,Olaf
1579,Azir
1579,Malzahar
1579,Nidalee
1579,Caitlyn
1580,Taliyah
1580,Bard
1580,Irelia
1580,Nidalee
1580,Karma
1580,Azir
1581,Trundle
1581,Leblanc
1581,Rumble
1581,Nidalee
1581,Malzahar
1581,Azir
1582,Nidalee
1582,Vladimir
1582,Gragas
1582,Jhin
1582,Karma
1582,Syndra
1583,Syndra
1583,Varus
1583,Azir
1583,Nidalee
1583,Vladimir
1583,Karma
1584,Malzahar
1584,Shen
1584,Bard
1584,Nidalee
1584,Jhin
1584,Ashe
1585,Trundle
1585,Jhin
1585,Karma
1585,Malzahar
1585,Shen
1585,Nidalee
1586,Irelia
1586,Karma
1586,Olaf
1586,Malzahar
1586,Nidalee
1586,Shen
1587,Malzahar
1587,Vladimir
1587,Shen
1587,Nidalee
1587,Azir
1587,Karma
1588,Bard
1588,Malzahar
1588,Shen
1588,Nidalee
1588,Olaf
1588,Sivir
1589,Olaf
1589,Nidalee
1589,Azir
1589,Bard
1589,Shen
1589,Karma
1590,Braum
1590,Nidalee
1590,Karma
1590,Bard
1590,Vladimir
1590,Trundle
1591,Bard
1591,Trundle
1591,Cassiopeia
1591,Nidalee
1591,Malzahar
1591,Olaf
1592,Caitlyn
1592,Lucian
1592,Kassadin
1592,Nidalee
1592,Trundle
1592,Karma
1593,Karma
1593,Trundle
1593,Jhin
1593,Caitlyn
1593,Swain
1593,Nidalee
1594,Fiora
1594,Nidalee
1594,Shen
1594,Sivir
1594,Malzahar
1594,Draven
1595,Elise
1595,Draven
1595,Gnar
1595,Nidalee
1595,Fiora
1595,Olaf
1596,Malzahar
1596,Elise
1596,Jax
1596,Nidalee
1596,Karma
1596,Olaf
1597,Olaf
1597,Gangplank
1597,Kassadin
1597,Malzahar
1597,Sivir
1597,Nidalee
1598,Olaf
1598,Nidalee
1598,Karma
1598,Bard
1598,Malzahar
1598,Braum
1599,Bard
1599,Malzahar
1599,Trundle
1599,Olaf
1599,Nidalee
1599,Gnar
1600,Gangplank
1600,Olaf
1600,Nidalee
1600,Caitlyn
1600,Elise
1600,RekSai
1601,Illaoi
1601,Gnar
1601,Elise
1601,Olaf
1601,Sivir
1601,Gangplank
1602,Olaf
1602,Malzahar
1602,Gangplank
1602,Illaoi
1602,Ashe
1602,Nidalee
1603,Gangplank
1603,Shen
1603,Olaf
1603,Nidalee
1603,Malzahar
1603,Fiora
1604,Karma
1604,Gragas
1604,Fiora
1604,Nidalee
1604,Olaf
1604,Gangplank
1605,Malzahar
1605,Kassadin
1605,Trundle
1605,Illaoi
1605,Shen
1605,Anivia
1606,Illaoi
1606,Irelia
1606,Anivia
1606,Malzahar
1606,Kassadin
1606,Cassiopeia
1607,Gragas
1607,Trundle
1607,Jax
1607,Nidalee
1607,Elise
1607,Gangplank
1608,Elise
1608,Gangplank
1608,Malzahar
1608,Nidalee
1608,Shen
1608,Sivir
1609,Fiora
1609,Nidalee
1609,Kassadin
1609,Karma
1609,Malzahar
1609,Syndra
1610,Cassiopeia
1610,Syndra
1610,Elise
1610,Fiora
1610,Malzahar
1610,Karma
1611,Karma
1611,Elise
1611,Malzahar
1611,Bard
1611,Illaoi
1611,Nidalee
1612,Illaoi
1612,Bard
1612,Nidalee
1612,Karma
1612,Malzahar
1612,Lucian
1613,Swain
1613,Lucian
1613,Kassadin
1613,Nidalee
1613,Malzahar
1613,KogMaw
1614,Fiora
1614,Taric
1614,Trundle
1614,Lucian
1614,Malzahar
1614,Vladimir
1615,Nidalee
1615,Fiora
1615,Karma
1615,Malzahar
1615,Illaoi
1615,Trundle
1616,Sivir
1616,Kassadin
1616,Shen
1616,Nidalee
1616,Malzahar
1616,Karma
1617,TahmKench
1617,KogMaw
1617,Trundle
1617,Nidalee
1617,Malzahar
1617,Karma
1618,Malzahar
1618,Hecarim
1618,Trundle
1618,Nidalee
1618,TahmKench
1618,Karma
1619,Vladimir
1619,Malzahar
1619,Trundle
1619,Nidalee
1619,Irelia
1619,Olaf
1620,KogMaw
1620,Fiora
1620,Nidalee
1620,Malzahar
1620,Karma
1620,Vladimir
1621,Kassadin
1621,Alistar
1621,Zilean
1621,Nidalee
1621,Malzahar
1621,Elise
1622,Elise
1622,Karma
1622,Gragas
1622,Kassadin
1622,Malzahar
1622,Nidalee
1623,Kassadin
1623,Irelia
1623,Gragas
1623,Nidalee
1623,Elise
1623,TahmKench
1624,Elise
1624,TahmKench
1624,Gnar
1624,Nidalee
1624,Gragas
1624,Malzahar
1625,Shen
1625,Karma
1625,Leblanc
1625,Syndra
1625,KogMaw
1625,Bard
1626,Syndra
1626,Bard
1626,Cassiopeia
1626,Shen
1626,Karma
1626,Lucian
1627,TahmKench
1627,Shen
1627,Ryze
1627,Nidalee
1627,Malzahar
1627,Irelia
1628,KogMaw
1628,Nidalee
1628,Trundle
1628,Malzahar
1628,Hecarim
1628,Lucian
1629,Jhin
1629,Graves
1629,Corki
1629,Poppy
1629,Nidalee
1629,Sivir
1630,Trundle
1630,Varus
1630,Corki
1630,Nidalee
1630,Graves
1630,Kassadin
1631,Graves
1631,Corki
1631,Kindred
1631,Poppy
1631,Nidalee
1631,Trundle
1632,Trundle
1632,Varus
1632,Corki
1632,Nidalee
1632,Maokai
1632,Poppy
1633,Ryze
1633,Thresh
1633,Sivir
1633,Lulu
1633,Azir
1633,Jhin
1634,Ryze
1634,Thresh
1634,Sivir
1634,Lulu
1634,Azir
1634,Alistar
1635,Lulu
1635,Orianna
1635,Azir
1635,Ryze
1635,Thresh
1635,Lissandra
1636,TwistedFate
1636,Nidalee
1636,Thresh
1636,Alistar
1636,Sivir
1636,Azir
1637,Azir
1637,Alistar
1637,Trundle
1637,TwistedFate
1637,Nidalee
1637,Thresh
1638,Azir
1638,Karma
1638,Kindred
1638,TwistedFate
1638,Nidalee
1638,Thresh
1639,Azir
1639,Kindred
1639,Kassadin
1639,TwistedFate
1639,Nidalee
1639,Lissandra
1640,TwistedFate
1640,Nidalee
1640,Lissandra
1640,Kindred
1640,Azir
1640,Karma
1641,Zed
1641,Kindred
1641,Braum
1641,Nidalee
1641,Bard
1641,Poppy
1642,Bard
1642,Braum
1642,Lulu
1642,Lissandra
1642,Sivir
1642,Kindred
1643,Bard
1643,Braum
1643,Lulu
1643,Ekko
1643,Alistar
1643,Nidalee
1644,Bard
1644,Lulu
1644,Trundle
1644,Alistar
1644,Nidalee
1644,Braum
1645,Braum
1645,Zed
1645,Alistar
1645,Nidalee
1645,Lucian
1645,TwistedFate
1646,Zed
1646,Braum
1646,Alistar
1646,Nidalee
1646,Lucian
1646,TwistedFate
1647,Zed
1647,Ekko
1647,Azir
1647,Nidalee
1647,Lucian
1647,Ryze
1648,Zed
1648,Ekko
1648,Azir
1648,Nidalee
1648,Lissandra
1648,Lucian
1649,Zed
1649,Ekko
1649,Azir
1649,Nidalee
1649,Lissandra
1649,Lucian
1650,Zed
1650,Ryze
1650,Nidalee
1650,Alistar
1650,Lucian
1650,Azir
1651,Ryze
1651,Nidalee
1651,Leblanc
1651,Lucian
1651,Alistar
1651,Azir
1652,Ryze
1652,Nidalee
1652,Leblanc
1652,Lucian
1652,Alistar
1652,Kalista
1653,Ryze
1653,Nidalee
1653,Leblanc
1653,Lucian
1653,Alistar
1653,Kalista
1654,Gangplank
1654,Kassadin
1654,Bard
1654,Lissandra
1654,Nidalee
1654,Shen
1655,Lissandra
1655,Nidalee
1655,Cassiopeia
1655,Shen
1655,RekSai
1655,Ryze
1656,Lissandra
1656,Nidalee
1656,Taric
1656,Shen
1656,Ryze
1656,Kassadin
1657,Lissandra
1657,Taric
1657,Nidalee
1657,Shen
1657,Kennen
1657,Bard
1658,Kassadin
1658,Irelia
1658,Gnar
1658,RekSai
1658,Shen
1658,Lucian
1659,Ekko
1659,Gragas
1659,Elise
1659,Shen
1659,RekSai
1659,Irelia
1660,Kassadin
1660,Irelia
1660,Gnar
1660,RekSai
1660,Ekko
1660,Elise
1661,Bard
1661,Kassadin
1661,AurelionSol
1661,Elise
1661,Shen
1661,Sivir
1662,Bard
1662,Kassadin
1662,AurelionSol
1662,Elise
1662,Shen
1662,Sivir
1663,Bard
1663,Kassadin
1663,AurelionSol
1663,Elise
1663,Shen
1663,Sivir
1664,Bard
1664,Kassadin
1664,AurelionSol
1664,Elise
1664,Shen
1664,Taliyah
1665,Bard
1665,Kassadin
1665,AurelionSol
1665,Elise
1665,Shen
1665,Taliyah
1666,Kassadin
1666,Ryze
1666,Irelia
1666,Malzahar
1666,Shen
1666,Sivir
1667,TahmKench
1667,Malzahar
1667,Gangplank
1667,Ryze
1667,Vladimir
1667,Ashe
1668,TahmKench
1668,Malzahar
1668,Gangplank
1668,Ryze
1668,Vladimir
1668,Kassadin
1669,Ryze
1669,Kassadin
1669,RekSai
1669,TahmKench
1669,Shen
1669,Ashe
1670,Ekko
1670,Taliyah
1670,Gnar
1670,Ryze
1670,Kassadin
1670,Elise
1671,Ekko
1671,Taliyah
1671,Sivir
1671,Ryze
1671,Kassadin
1671,Jhin
1672,Sivir
1672,Taliyah
1672,Ekko
1672,Ryze
1672,Kassadin
1672,Anivia
1673,Shen
1673,RekSai
1673,Vladimir
1673,Ryze
1673,Kassadin
1673,Elise
1674,Vladimir
1674,Kassadin
1674,Elise
1674,Taliyah
1674,RekSai
1674,Gnar
1675,Kassadin
1675,TahmKench
1675,Taliyah
1675,Elise
1675,Trundle
1675,Gangplank
1676,Kassadin
1676,Taliyah
1676,Ryze
1676,Elise
1676,Trundle
1676,Gangplank
1677,Taliyah
1677,Malzahar
1677,Gnar
1677,Gangplank
1677,Sivir
1677,Kassadin
1678,Kassadin
1678,Ryze
1678,Anivia
1678,Cassiopeia
1678,RekSai
1678,Vladimir
1679,Kassadin
1679,Karma
1679,Ryze
1679,Cassiopeia
1679,RekSai
1679,Gnar
1680,Kassadin
1680,Karma
1680,Nidalee
1680,Cassiopeia
1680,Ekko
1680,Ryze
1681,Elise
1681,Vladimir
1681,Nidalee
1681,Ekko
1681,Braum
1681,Sivir
1682,Shen
1682,Kassadin
1682,TahmKench
1682,Ekko
1682,Braum
1682,Gangplank
1683,Ekko
1683,Braum
1683,Yasuo
1683,Kassadin
1683,RekSai
1683,Karma
1684,Gnar
1684,Gangplank
1684,TahmKench
1684,Vladimir
1684,Shen
1684,Kassadin
1685,Gnar
1685,RekSai
1685,TahmKench
1685,Vladimir
1685,Kassadin
1685,Elise
1686,Vladimir
1686,Kassadin
1686,Elise
1686,Taliyah
1686,Sivir
1686,Gnar
1687,Gnar
1687,RekSai
1687,TahmKench
1687,Vladimir
1687,Kassadin
1687,Ryze
1688,Vladimir
1688,Kassadin
1688,Ashe
1688,Sivir
1688,TahmKench
1688,RekSai
1689,Jayce
1689,Camille
1689,Cassiopeia
1689,Rumble
1689,Kennen
1689,Leblanc
1689,Rengar
1689,Katarina
1689,MissFortune
1689,TahmKench
1690,Katarina
1690,TahmKench
1690,Ryze
1690,Jayce
1690,Talon
1690,Camille
1690,Rengar
1690,Leblanc
1690,Khazix
1690,Kennen
1691,Katarina
1691,Jhin
1691,Karma
1691,Rumble
1691,Varus
1691,Rengar
1691,Camille
1691,Leblanc
1691,Syndra
1691,Orianna
1692,Jayce
1692,Shen
1692,Ivern
1692,Fiora
1692,Trundle
1692,Rengar
1692,Camille
1692,Leblanc
1692,Varus
1692,Jhin
1693,Katarina
1693,Jhin
1693,Ryze
1693,Varus
1693,Ezreal
1693,Camille
1693,Rengar
1693,Leblanc
1693,RekSai
1693,Khazix
1694,Zyra
1694,Malzahar
1694,Katarina
1694,Jayce
1694,Fiora
1694,Rengar
1694,Leblanc
1694,Camille
1694,TahmKench
1694,Shen
1695,Zyra
1695,Illaoi
1695,Leblanc
1695,Jayce
1695,Rengar
1695,Camille
1695,Shen
1695,Syndra
1695,Maokai
1696,Zyra
1696,Illaoi
1696,Leblanc
1696,Corki
1696,Jayce
1696,Rengar
1696,Malzahar
1696,Camille
1696,Rumble
1696,TahmKench
1697,Ryze
1697,Rumble
1697,Shen
1697,Ashe
1697,Varus
1697,Leblanc
1697,Syndra
1697,Camille
1697,Maokai
1697,Jayce
1698,Syndra
1698,Leblanc
1698,LeeSin
1698,Shen
1698,Poppy
1698,Ryze
1698,Rengar
1698,Ivern
1698,Ashe
1698,Varus
1699,Shen
1699,Jayce
1699,MissFortune
1699,Karma
1699,Malzahar
1699,Rengar
1699,Camille
1699,Ryze
1699,Elise
1699,Poppy
1700,Elise
1700,Jhin
1700,Fiora
1700,MissFortune
1700,Karma
1700,Rengar
1700,Camille
1700,Khazix
1700,Maokai
1700,Jayce
1701,Taliyah
1701,Khazix
1701,TahmKench
1701,MissFortune
1701,Ashe
1701,Rengar
1701,Camille
1701,Leblanc
1701,Elise
1701,Ryze
1702,Zyra
1702,Syndra
1702,Lulu
1702,Ryze
1702,MissFortune
1702,Leblanc
1702,Rengar
1702,Camille
1702,Jayce
1702,Taliyah
1703,Ivern
1703,Khazix
1703,Camille
1703,TahmKench
1703,Zac
1703,Rengar
1703,Leblanc
1703,Malzahar
1703,RekSai
1703,LeeSin
1704,Ivern
1704,Khazix
1704,Camille
1704,Shen
1704,Bard
1704,Rengar
1704,Leblanc
1704,Malzahar
1704,RekSai
1704,LeeSin
1705,Zyra
1705,Malzahar
1705,Ryze
1705,Fiora
1705,TahmKench
1705,Camille
1705,Rengar
1705,Leblanc
1705,Jayce
1705,Rumble
1706,Jayce
1706,Zyra
1706,MissFortune
1706,Rumble
1706,Rengar
1706,Camille
1706,Leblanc
1706,Shen
1706,Ryze
1707,Zyra
1707,Malzahar
1707,Ryze
1707,TahmKench
1707,Thresh
1707,Camille
1707,Leblanc
1707,Khazix
1707,Poppy
1707,Maokai
1708,Zyra
1708,Malzahar
1708,Ryze
1708,Fiora
1708,Syndra
1708,Camille
1708,Leblanc
1708,Shen
1708,Maokai
1708,Corki
1709,Shen
1709,Jhin
1709,LeeSin
1709,Poppy
1709,Camille
1709,Rengar
1709,Leblanc
1709,Jayce
1709,Fiora
1710,Jayce
1710,Zyra
1710,Khazix
1710,Nocturne
1710,Camille
1710,Leblanc
1710,Rengar
1710,Poppy
1710,Gangplank
1711,Shen
1711,Jhin
1711,Malzahar
1711,Syndra
1711,Katarina
1711,Rengar
1711,Camille
1711,Leblanc
1711,Fiora
1711,Jayce
1712,Ryze
1712,Poppy
1712,TahmKench
1712,Lulu
1712,Bard
1712,Leblanc
1712,Camille
1712,Rengar
1712,Rumble
1712,Varus
1713,Ryze
1713,Ivern
1713,Shen
1713,Katarina
1713,Kassadin
1713,Leblanc
1713,Camille
1713,Rengar
1713,Malzahar
1713,Syndra
1714,Zyra
1714,Rumble
1714,Khazix
1714,Jayce
1714,Maokai
1714,Camille
1714,Shen
1714,Leblanc
1714,Poppy
1714,Varus
1715,Zyra
1715,Malzahar
1715,Ryze
1715,Rumble
1715,Gangplank
1715,Rengar
1715,Camille
1715,LeeSin
1715,Jhin
1715,Thresh
1716,Zyra
1716,MissFortune
1716,Khazix
1716,Syndra
1716,Jayce
1716,Rengar
1716,Camille
1716,Leblanc
1716,Shen
1716,Katarina
1717,Zyra
1717,Malzahar
1717,Ryze
1717,Katarina
1717,TahmKench
1717,Rengar
1717,Camille
1717,Leblanc
1717,Syndra
1717,Amumu
1718,Zyra
1718,Malzahar
1718,Jayce
1718,Rumble
1718,Poppy
1718,Camille
1718,Rengar
1718,Leblanc
1718,Taliyah
1718,Ryze
1719,Shen
1719,Camille
1719,Ivern
1719,Ashe
1719,Jhin
1719,Leblanc
1719,Zyra
1719,Rengar
1719,Poppy
1719,Maokai
1720,Jayce
1720,Zyra
1720,Malzahar
1720,Fiora
1720,Elise
1720,Rengar
1720,Camille
1720,Leblanc
1720,Syndra
1720,Cassiopeia
1721,Zyra
1721,Malzahar
1721,Jayce
1721,Syndra
1721,Cassiopeia
1721,Leblanc
1721,Camille
1721,Shen
1721,Fiora
1721,Poppy
1722,Jayce
1722,Malzahar
1722,Sivir
1722,Fiora
1722,Rengar
1722,Camille
1722,Leblanc
1722,Poppy
1722,Illaoi
1723,Zyra
1723,Malzahar
1723,Ivern
1723,Thresh
1723,Bard
1723,Leblanc
1723,Camille
1723,Rengar
1723,Jayce
1723,Gangplank
1724,Jayce
1724,Syndra
1724,Khazix
1724,Rumble
1724,Gangplank
1724,Rengar
1724,Leblanc
1724,Camille
1724,Jhin
1724,Ashe
1725,Zyra
1725,Malzahar
1725,Ivern
1725,Bard
1725,Thresh
1725,Camille
1725,Leblanc
1725,Rengar
1725,Gangplank
1725,Rumble
1726,MissFortune
1726,Syndra
1726,Khazix
1726,Karma
1726,Bard
1726,Rengar
1726,Camille
1726,Leblanc
1726,Katarina
1726,Ryze
1727,Zyra
1727,Malzahar
1727,Shen
1727,Ryze
1727,Syndra
1727,Camille
1727,Rengar
1727,Leblanc
1727,Thresh
1727,Jayce
1728,Ashe
1728,Jayce
1728,TahmKench
1728,Jhin
1728,Caitlyn
1728,Leblanc
1728,Rengar
1728,Camille
1728,Rumble
1728,Poppy
1729,Ryze
1729,Ivern
1729,Shen
1729,TahmKench
1729,Katarina
1729,Camille
1729,Leblanc
1729,Rengar
1729,Jhin
1729,Ashe
1730,Jayce
1730,Caitlyn
1730,Khazix
1730,Zyra
1730,Lulu
1730,Leblanc
1730,Rengar
1730,Ryze
1730,Elise
1730,Katarina
1731,Jayce
1731,Malzahar
1731,Jhin
1731,Ryze
1731,Warwick
1731,Camille
1731,Rengar
1731,Leblanc
1731,Cassiopeia
1731,Corki
1732,Jayce
1732,Varus
1732,Khazix
1732,Corki
1732,Cassiopeia
1732,Camille
1732,Leblanc
1732,Rengar
1732,Graves
1732,Warwick
1733,Jayce
1733,Ivern
1733,Varus
1733,Ashe
1733,Jhin
1733,Rengar
1733,Leblanc
1733,Malzahar
1733,Orianna
1733,Syndra
1734,Zyra
1734,Malzahar
1734,Ivern
1734,Syndra
1734,Cassiopeia
1734,Camille
1734,Rengar
1734,Leblanc
1734,Corki
1734,Ryze
1735,Zyra
1735,Malzahar
1735,Syndra
1735,Cassiopeia
1735,Orianna
1735,Leblanc
1735,Rengar
1735,Jayce
1735,Jhin
1735,Ashe
1736,Zyra
1736,Malzahar
1736,Shen
1736,Ashe
1736,Jhin
1736,Leblanc
1736,Rengar
1736,Camille
1736,LeeSin
1736,Graves
1737,Malzahar
1737,Zyra
1737,Shen
1737,Soraka
1737,Lulu
1737,Leblanc
1737,Rengar
1737,Camille
1737,Thresh
1737,Jayce
1738,Jayce
1738,Malzahar
1738,Graves
1738,Khazix
1738,Gangplank
1738,Camille
1738,Leblanc
1738,Rengar
1738,Orianna
1738,Katarina
1739,Shen
1739,Ryze
1739,Rengar
1739,Orianna
1739,Katarina
1739,Leblanc
1739,Jayce
1739,Camille
1739,Rumble
1739,Syndra
1740,Zyra
1740,Malzahar
1740,Jayce
1740,Corki
1740,Thresh
1740,Leblanc
1740,Rengar
1740,Ryze
1740,Gangplank
1740,TahmKench
1741,Ivern
1741,Jayce
1741,Camille
1741,Gangplank
1741,Syndra
1741,Rengar
1741,Leblanc
1741,Khazix
1741,LeeSin
1741,Nocturne
1742,Malzahar
1742,Zyra
1742,Camille
1742,Nocturne
1742,Nami
1742,Leblanc
1742,Rengar
1742,Ivern
1742,Syndra
1742,Cassiopeia
1743,Zyra
1743,Varus
1743,Ivern
1743,Urgot
1743,Shen
1743,Rengar
1743,Leblanc
1743,Camille
1743,Cassiopeia
1743,Syndra
1744,Zyra
1744,Varus
1744,Ivern
1744,Sivir
1744,Ashe
1744,Rengar
1744,Leblanc
1744,Lulu
1744,TahmKench
1744,Syndra
1745,Jayce
1745,Ivern
1745,Syndra
1745,TahmKench
1745,Corki
1745,Rengar
1745,Camille
1745,Leblanc
1745,Ryze
1745,Orianna
1746,Zyra
1746,Jayce
1746,Varus
1746,Ryze
1746,Corki
1746,Rengar
1746,LeeSin
1746,Olaf
1746,Graves
1746,Rumble
1747,Jayce
1747,Rengar
1747,Khazix
1747,Syndra
1747,Fiora
1747,Varus
1747,Leblanc
1747,Camille
1747,Poppy
1747,Gangplank
1748,Jayce
1748,Zyra
1748,Rumble
1748,Elise
1748,LeeSin
1748,Leblanc
1748,Rengar
1748,Camille
1748,MissFortune
1748,Trundle
1749,Zyra
1749,Ryze
1749,Malzahar
1749,Corki
1749,Syndra
1749,Leblanc
1749,Rengar
1749,Camille
1749,LeeSin
1749,Elise
1750,Zyra
1750,Malzahar
1750,Camille
1750,Karma
1750,Cassiopeia
1750,Rengar
1750,Leblanc
1750,Jayce
1750,Gangplank
1750,Rumble
1751,Zyra
1751,Malzahar
1751,Camille
1751,Karma
1751,Braum
1751,Rengar
1751,Leblanc
1751,Ivern
1751,Ryze
1751,Graves
1752,Shen
1752,Gangplank
1752,Camille
1752,Corki
1752,Swain
1752,Leblanc
1752,Rengar
1752,Jayce
1752,Rumble
1752,Maokai
1753,Shen
1753,Gangplank
1753,Camille
1753,Corki
1753,Swain
1753,Leblanc
1753,Rengar
1753,Jayce
1753,Orianna
1753,Cassiopeia
1754,Shen
1754,Graves
1754,Jayce
1754,Ivern
1754,Khazix
1754,Rengar
1754,Leblanc
1754,Varus
1754,Zyra
1754,Lulu
1755,Varus
1755,Camille
1755,Ryze
1755,Zed
1755,Katarina
1755,Rengar
1755,Lulu
1755,Rumble
1755,Khazix
1755,Graves
1756,Shen
1756,Graves
1756,Jayce
1756,Bard
1756,Malzahar
1756,Rengar
1756,Leblanc
1756,Camille
1756,Nautilus
1756,Maokai
1757,Thresh
1757,Shen
1757,Jayce
1757,TahmKench
1757,Malzahar
1757,Rengar
1757,Camille
1757,Varus
1757,Sivir
1757,Caitlyn
1758,Zyra
1758,Shen
1758,Leblanc
1758,Zilean
1758,Graves
1758,Varus
1758,Nautilus
1758,Ryze
1758,Corki
1758,Ashe
1759,Varus
1759,Camille
1759,Jayce
1759,Trundle
1759,Fiora
1759,Rumble
1759,Shen
1759,Rengar
1759,TahmKench
1759,Ashe
1760,Rumble
1760,Shen
1760,Jayce
1760,Sivir
1760,TahmKench
1760,Rengar
1760,Leblanc
1760,Varus
1760,Nautilus
1760,Ivern
1761,Varus
1761,Ryze
1761,Graves
1761,Zed
1761,Sivir
1761,Leblanc
1761,Camille
1761,Jayce
1761,Thresh
1761,TahmKench
1762,Jayce
1762,Leblanc
1762,Rumble
1762,Gangplank
1762,Maokai
1762,Rengar
1762,Camille
1762,Ryze
1762,Syndra
1762,Cassiopeia
1763,Ryze
1763,Shen
1763,Camille
1763,Corki
1763,Cassiopeia
1763,Rengar
1763,Leblanc
1763,Evelynn
1763,Maokai
1763,Karma
1764,Shen
1764,Graves
1764,Evelynn
1764,Fiora
1764,Rumble
1764,Camille
1764,Leblanc
1764,Varus
1764,Ryze
1764,Nami
1765,Rumble
1765,Zilean
1765,Draven
1765,Syndra
1765,Ryze
1765,Rengar
1765,Leblanc
1765,Camille
1765,Katarina
1765,Ivern
1766,Shen
1766,Ivern
1766,Leblanc
1766,Syndra
1766,Gnar
1766,Rengar
1766,Varus
1766,Camille
1766,Zilean
1766,TahmKench
1767,Shen
1767,Ivern
1767,Leblanc
1767,Katarina
1767,Nautilus
1767,Rengar
1767,Varus
1767,Camille
1767,Rumble
1767,Syndra
1768,Ryze
1768,Camille
1768,Malzahar
1768,Thresh
1768,TahmKench
1768,Leblanc
1768,Renekton
1768,Zed
1768,Ivern
1768,LeeSin
1769,Ryze
1769,Camille
1769,LeeSin
1769,Rumble
1769,Maokai
1769,Leblanc
1769,Renekton
1769,Zed
1769,Graves
1769,Ivern
1770,Shen
1770,Jayce
1770,Ryze
1770,Renekton
1770,Poppy
1770,Varus
1770,Elise
1770,Leblanc
1770,Ekko
1771,Elise
1771,Rengar
1771,Jayce
1771,Ziggs
1771,Caitlyn
1771,Varus
1771,Leblanc
1771,Jhin
1771,Khazix
1771,LeeSin
1772,Shen
