"rWinEfficiency","bWinEfficiency","Year","bTowersNum","bInhibsNum","bDragonsNum","bBaronsNum","rTowersNum","rInhibsNum","rDragonsNum","rBaronsNum","bTowersFirstDestroyedTime","rTowersFirstDestroyedTime","TowersFirstKillBy","bTowers5Mins","rTowers5Mins","bTowers10Mins","rTowers10Mins","bTowers20Mins","rTowers20Mins","bTowersQuarterGame","rTowersQuarterGame","bTowersHalfGame","rTowersHalfGame","bInhibsFirstDestroyedTime","rInhibsFirstDestroyedTime","InhibsFirstKillBy","bInhibs5Mins","rInhibs5Mins","bInhibs10Mins","rInhibs10Mins","bInhibs20Mins","rInhibs20Mins","bInhibsQuarterGame","rInhibsQuarterGame","bInhibsHalfGame","rInhibsHalfGame","bDragonsFirstDestroyedTime","rDragonsFirstDestroyedTime","DragonsFirstKillBy","bDragons5Mins","rDragons5Mins","bDragons10Mins","rDragons10Mins","bDragons20Mins","rDragons20Mins","bDragonsQuarterGame","rDragonsQuarterGame","bDragonsHalfGame","rDragonsHalfGame","bBaronsFirstDestroyedTime","rBaronsFirstDestroyedTime","BaronsFirstKillBy","bBarons5Mins","rBarons5Mins","bBarons10Mins","rBarons10Mins","bBarons20Mins","rBarons20Mins","bBaronsQuarterGame","rBaronsQuarterGame","bBaronsHalfGame","rBaronsHalfGame","bKillsFirstDestroyedTime","rKillsFirstDestroyedTime","KillsFirstKillBy","bKills5Mins","rKills5Mins","bKills10Mins","rKills10Mins","bKills20Mins","rKills20Mins","bKillsQuarterGame","rKillsQuarterGame","bKillsHalfGame","rKillsHalfGame","goldblue5Mins","goldred5Mins","goldblue10Mins","goldred10Mins","goldblue20Mins","goldred20Mins","goldblueQuarterGame","goldredQuarterGame","goldblueHalfGame","goldredHalfGame","isBluePreferredLineup","isRedPreferredLineup","isBluePreferredChamps","isRedPreferredChamps","bResult"
0.79746835443038,0.130434782608696,2017,2,0,1,0,11,3,1,1,16.636,12.709,0,0,0,0,0,2,3,0,0,0,1,10000,26.307,0,0,0,0,0,0,0,0,0,0,0,19.74,13.155,0,0,0,0,0,1,1,0,0,0,1,10000,23.699,0,0,0,0,0,0,0,0,0,0,0,14.213,6.263,0,0,0,0,1,4,4,0,1,0,3,5567,5681,12574,13113,29889,31019,8198,8341,18109,21006,0,1,0,0,0
0.79746835443038,0.654320987654321,2017,10,3,1,2,2,0,3,0,10.186,9.657,0,0,0,0,1,1,1,0,0,1,1,29.567,10000,1,0,0,0,0,0,0,0,0,0,0,30.021,10.056,0,0,0,0,0,0,2,0,0,0,2,26.294,10000,1,0,0,0,0,0,0,0,0,0,0,12.419,4.462,0,0,2,0,3,5,4,0,3,5,4,5754,5619,12718,13878,30153,30276,11242,12216,26768,27635,1,1,0,0,1
0.79746835443038,0.19047619047619,2017,2,0,0,0,10,1,3,1,17.613,16.667,0,0,0,0,0,2,2,0,0,0,0,10000,26.599,0,0,0,0,0,0,0,0,0,0,0,10000,9.866,0,0,0,0,1,0,2,0,0,0,1,10000,23.834,0,0,0,0,0,0,0,0,0,0,0,13.018,16.148,1,0,0,0,0,3,6,0,0,1,0,5531,5731,12561,13027,29195,31145,9494,9943,22150,21911,0,1,0,1,0
0.79746835443038,0.130434782608696,2017,0,0,0,0,9,1,2,1,10000,8.807,0,0,0,0,1,0,5,0,0,0,1,10000,24.663,0,0,0,0,0,0,0,0,0,0,0,10000,15.305,0,0,0,0,0,0,1,0,0,0,0,10000,21.997,0,0,0,0,0,0,0,0,0,0,0,5.714,3.356,0,0,1,1,1,3,11,1,1,1,3,5232,6107,12425,14628,26852,36832,6582,7858,16689,19370,0,1,0,0,0
0.79746835443038,0.34,2017,10,2,2,2,7,1,2,0,18.04,18.506,1,0,0,0,0,1,1,0,0,1,1,37.062,24.77,0,0,0,0,0,0,0,0,0,0,0,32.75,19.121,0,0,0,0,0,0,1,0,0,0,1,24.812,10000,1,0,0,0,0,0,0,0,0,0,0,17.689,11.512,0,0,0,0,0,1,2,0,0,1,2,5632,5821,13214,13086,29771,30173,13214,13086,29771,30173,1,0,0,0,1
0.79746835443038,0.654320987654321,2016,11,7,4,2,5,0,2,1,32.772,21.011,0,0,0,0,0,0,0,0,0,0,3,42.894,10000,1,0,0,0,0,0,0,0,0,0,0,35.925,23.271,0,0,0,0,0,0,0,0,0,0,2,32.596,53.688,1,0,0,0,0,0,0,0,0,0,0,23.009,18.328,0,0,0,0,0,0,1,0,0,1,2,5785,5556,13268,12470,28853,28375,20933,20270,45583,48174,1,1,0,0,1
0.79746835443038,0.445945945945946,2017,9,2,4,1,5,0,1,1,11.037,27.62,1,0,0,0,0,2,0,1,0,4,0,29.357,10000,1,0,0,0,0,0,0,0,0,0,0,18.13,11.22,0,0,0,0,0,1,1,0,1,1,1,44.017,35.044,0,0,0,0,0,0,0,0,0,0,0,2.605,14.798,1,1,0,2,0,6,2,3,0,11,4,6214,5847,14335,13237,33273,29605,15789,14512,38235,32882,1,1,0,0,1
0.79746835443038,0.445945945945946,2017,11,2,2,1,4,0,2,0,10.99,11.095,1,0,0,0,0,3,3,0,0,2,3,32.646,10000,1,0,0,0,0,0,0,0,0,0,0,11.443,18.157,1,0,0,0,0,1,1,0,0,1,0,30.323,10000,1,0,0,0,0,0,0,0,0,0,0,0.983333333333333,1.019,1,3,1,4,1,12,4,4,1,7,2,6813,5936,14611,12719,34342,30669,12959,11374,29413,27106,1,1,0,0,1
0.79746835443038,0.654320987654321,2017,4,0,0,0,9,1,3,1,19.525,19.685,1,0,0,0,0,2,1,0,0,2,1,10000,37.673,0,0,0,0,0,0,0,0,0,0,0,10000,20.093,0,0,0,0,0,0,0,0,0,0,1,10000,33.436,0,0,0,0,0,0,0,0,0,0,0,12.094,12.009,0,0,0,0,0,1,3,0,0,1,3,5677,5822,13008,12936,29325,29541,14654,14615,34205,33294,1,1,0,0,0
0.79746835443038,0.34,2017,2,0,0,0,9,2,3,1,12.585,13.131,1,0,0,0,0,1,1,0,0,1,1,10000,28.9,0,0,0,0,0,0,0,0,0,0,0,10000,11.995,0,0,0,0,0,0,2,0,0,0,1,10000,27.718,0,0,0,0,0,0,0,0,0,0,0,13.299,9.934,0,0,0,0,1,5,5,0,0,2,4,5872,6010,13069,13494,31107,32043,10072,10511,23728,25102,1,1,0,0,0
0.79746835443038,0.318181818181818,2016,0,0,1,0,9,1,2,0,10000,14.059,0,0,0,0,0,0,4,0,0,0,1,10000,29.714,0,0,0,0,0,0,0,0,0,0,0,18.606,12.274,0,0,0,0,0,1,1,0,0,0,1,10000,10000,0,0,0,0,0,0,0,0,0,0,0,3.491,13.555,1,1,0,1,0,2,5,1,0,1,3,6104,5507,12754,12730,26935,30890,9980,9777,21416,23536,1,1,0,0,0
0.79746835443038,0.0476190476190476,2016,1,0,0,0,9,2,2,0,18.438,11.033,0,0,0,0,0,1,5,0,0,0,1,10000,18.902,0,0,0,0,0,0,1,0,0,0,0,10000,11.463,0,0,0,0,0,0,2,0,0,0,1,10000,10000,0,0,0,0,0,0,0,0,0,0,0,10000,10.444,0,0,0,0,0,0,5,0,0,0,1,5483,5577,12457,12961,26962,35099,6971,6926,15385,16424,1,1,0,0,0
0.79746835443038,0.34,2017,0,0,0,0,10,2,3,1,10000,19.061,0,0,0,0,0,0,3,0,0,0,0,10000,30.034,0,0,0,0,0,0,0,0,0,0,0,10000,14.756,0,0,0,0,0,0,1,0,0,0,1,10000,22.444,0,0,0,0,0,0,0,0,0,0,0,9.022,5.026,0,0,0,2,1,3,5,0,1,2,1,5724,5650,12184,13589,28707,30547,9622,10677,22417,22574,0,1,0,0,0
0.79746835443038,0.34,2017,2,0,0,0,10,2,4,1,24.63,17.479,0,0,0,0,0,0,2,0,0,0,1,10000,33.794,0,0,0,0,0,0,0,0,0,0,0,10000,11.42,0,0,0,0,0,0,2,0,0,0,2,10000,27.373,0,0,0,0,0,0,0,0,0,0,0,13.304,4.153,0,0,1,0,2,1,3,0,1,1,3,5586,5675,13088,13245,28104,30896,11522,11579,25418,25894,0,0,0,0,0
0.79746835443038,0.592592592592593,2017,6,0,3,0,8,1,0,2,20.545,21.861,1,0,0,0,0,0,0,0,0,3,1,10000,46.898,0,0,0,0,0,0,0,0,0,0,0,23.582,10000,1,0,0,0,0,0,0,0,0,1,0,10000,41.35,0,0,0,0,0,0,0,0,0,0,0,9.887,0.666666666666667,0,0,1,1,1,4,3,1,1,5,4,5939,6151,13605,13358,31420,29127,18543,17642,43778,39245,1,1,0,0,0
0.79746835443038,0.654320987654321,2017,1,0,1,0,11,2,1,1,21.353,22.004,1,0,0,0,0,0,0,0,0,0,0,10000,27.688,0,0,0,0,0,0,0,0,0,0,0,24.227,30.815,1,0,0,0,0,0,0,0,0,0,0,10000,25.376,0,0,0,0,0,0,0,0,0,0,0,18.707,9.279,0,0,0,0,1,1,1,0,0,0,1,5757,5898,13404,13154,29099,28879,10094,10200,22647,22782,1,1,0,0,0
0.79746835443038,0.654320987654321,2017,3,0,1,0,11,5,2,2,18.089,15.096,0,0,0,0,0,1,2,0,0,1,2,10000,28.446,0,0,0,0,0,0,0,0,0,0,0,29.188,13.938,0,0,0,0,0,0,1,0,0,0,1,10000,27.424,0,0,0,0,0,0,0,0,0,0,0,11.698,11.734,1,0,0,0,0,1,4,0,0,1,4,5620,5771,13033,12823,28881,30480,13033,12823,28881,30480,1,1,0,0,0
0.79746835443038,0.592592592592593,2017,6,0,0,2,11,2,4,1,22.171,18.163,0,0,0,0,0,0,1,0,0,2,2,10000,41.133,0,0,0,0,0,0,0,0,0,0,0,10000,18.496,0,0,0,0,0,0,1,0,0,0,1,20.843,40.046,1,0,0,0,0,0,0,0,0,1,0,12.573,5.452,0,0,0,0,1,3,6,0,1,4,6,6003,5657,13068,13536,28882,30420,15848,16489,35277,36901,1,1,0,0,0
0.79746835443038,0.445945945945946,2017,1,0,1,0,11,3,2,1,19.51,10.835,0,0,0,0,0,1,3,0,0,0,2,10000,31.389,0,0,0,0,0,0,0,0,0,0,0,19.648,11.267,0,0,0,0,0,1,1,0,0,0,1,10000,28.572,0,0,0,0,0,0,0,0,0,0,0,7.521,5.689,0,0,0,1,2,9,9,1,2,4,8,5708,5643,13391,13636,29829,34625,10050,10479,23091,26878,0,1,0,0,0
0.79746835443038,0.592592592592593,2017,2,0,2,0,7,1,3,2,19.262,13.245,0,0,0,0,0,1,1,0,0,1,1,10000,38.103,0,0,0,0,0,0,0,0,0,0,0,12.16,18.321,1,0,0,0,0,1,1,0,0,1,1,10000,26.047,0,0,0,0,0,0,0,0,0,0,0,4.433,4.504,1,1,1,4,3,6,5,4,3,6,5,5913,5937,14775,13362,30757,30471,14775,13362,30757,30471,1,1,0,0,0
0.79746835443038,0.654320987654321,2016,3,0,2,0,8,1,1,1,3.547,3.765,1,1,1,2,2,3,3,2,2,2,2,10000,28.852,0,0,0,0,0,0,0,0,0,0,0,11.673,25.671,1,0,0,0,0,2,0,0,0,1,0,10000,27.753,0,0,0,0,0,0,0,0,0,0,0,4.978,14.741,1,1,0,1,0,1,1,1,0,1,1,6377,6175,14304,14178,29559,32263,11597,11175,21969,22728,0,1,0,0,0
0.79746835443038,0.592592592592593,2016,10,3,1,1,5,0,3,0,3.862,3.791,0,1,1,2,1,4,3,2,1,3,2,27.389,10000,1,0,0,0,0,0,0,0,0,0,0,9.867,16.254,1,0,0,1,0,1,1,0,0,1,1,24.765,10000,1,0,0,0,0,0,0,0,0,0,0,5.337,5.321,0,0,0,3,1,5,6,3,1,4,6,6001,6017,14431,13085,30736,30514,10836,10338,25018,26149,1,0,0,0,1
0.79746835443038,0.592592592592593,2017,3,0,2,0,7,1,2,1,22.889,23.964,1,0,0,0,0,0,0,0,0,0,0,10000,38.582,0,0,0,0,0,0,0,0,0,0,0,21.899,14.126,0,0,0,0,0,0,1,0,0,0,1,10000,32.536,0,0,0,0,0,0,0,0,0,0,0,9.804,3.611,0,0,1,2,3,5,6,2,3,5,6,5900,6251,12680,13410,29477,29713,12680,13410,29477,29713,1,1,0,0,0
0.79746835443038,0.445945945945946,2016,2,0,2,0,9,1,1,1,4.094,3.819,0,1,1,2,2,2,5,2,2,2,2,10000,24.413,0,0,0,0,0,0,0,0,0,0,0,8.678,23.508,1,0,0,1,0,2,0,0,0,1,0,10000,22.696,0,0,0,0,0,0,0,0,0,0,0,11.341,14.201,1,0,0,0,0,3,6,0,0,2,0,5225,6295,12890,14071,27903,34003,7101,7745,17764,18530,1,1,0,0,0
0.79746835443038,0.592592592592593,2017,11,3,2,3,3,0,1,0,17.457,16.619,0,0,0,0,0,1,1,0,0,2,1,40.553,10000,1,0,0,0,0,0,0,0,0,0,0,24.525,32.525,1,0,0,0,0,0,0,0,0,0,0,23.299,10000,1,0,0,0,0,0,0,0,0,0,0,10.144,20.276,1,0,0,0,0,2,0,1,0,4,1,5771,5570,12713,13105,29892,28929,14163,14409,33921,32453,1,1,0,0,1
0.79746835443038,0.445945945945946,2017,8,1,0,1,9,3,5,2,27.785,16.591,0,0,0,0,0,0,2,0,0,2,3,58.591,44.958,0,0,0,0,0,0,0,0,0,0,0,10000,16.942,0,0,0,0,0,0,1,0,0,0,3,54.994,35.655,0,0,0,0,0,0,0,0,0,0,0,24.803,11.754,0,0,0,0,0,0,2,0,1,4,3,5608,5891,12585,13087,27647,29965,20203,21373,44858,47378,0,0,0,0,1
0.79746835443038,0.654320987654321,2016,4,0,2,1,8,2,2,0,14.65,12.797,0,0,0,0,0,1,4,0,0,1,4,10000,31.558,0,0,0,0,0,0,0,0,0,0,0,12.577,27.641,1,0,0,0,0,1,0,0,0,2,0,35.328,10000,1,0,0,0,0,0,0,0,0,0,0,8.237,2.728,0,0,1,1,1,3,4,1,2,5,9,5047,5648,12085,12046,28221,31519,13716,13544,30976,36491,0,1,0,0,0
0.79746835443038,0.654320987654321,2016,2,0,1,0,8,1,3,0,28.772,10.746,0,0,0,0,0,0,3,0,0,0,2,10000,34.511,0,0,0,0,0,0,0,0,0,0,0,18.854,12.336,0,0,0,0,0,1,1,0,0,0,1,10000,10000,0,0,0,0,0,0,0,0,0,0,0,28.156,6.648,0,0,0,0,2,0,3,0,2,0,3,5371,5654,12327,13728,27157,31899,10830,11972,24706,28252,1,1,0,0,0
0.34,0.445945945945946,2017,2,0,1,0,11,2,3,2,14.568,14.434,0,0,0,0,0,2,1,0,0,2,1,10000,35.537,0,0,0,0,0,0,0,0,0,0,0,27.272,13.985,0,0,0,0,0,0,1,0,0,0,1,10000,30.403,0,0,0,0,0,0,0,0,0,0,0,14.038,20.281,1,0,0,0,0,2,0,0,0,2,0,5616,5676,12386,12454,29625,28499,12386,12454,29625,28499,0,1,0,0,0
0.34,0.654320987654321,2017,10,2,1,1,1,0,1,0,13.043,16.064,1,0,0,0,0,3,1,0,0,1,0,25.372,10000,1,0,0,0,0,0,0,0,0,0,0,21.443,14.531,0,0,0,0,0,0,1,0,0,0,0,25.912,10000,1,0,0,0,0,0,0,0,0,0,0,6.723,23.142,1,0,0,2,0,4,0,1,0,2,0,5759,5851,13246,12893,30921,27425,8446,8603,19366,18498,1,1,0,0,1
0.34,0.445945945945946,2017,10,3,3,1,4,0,2,0,16.084,14.669,0,0,0,0,0,2,3,0,0,2,2,30.69,10000,1,0,0,0,0,0,0,0,0,0,0,18.085,5.972,0,0,0,0,1,1,1,0,1,1,1,35.094,10000,1,0,0,0,0,0,0,0,0,0,0,6.645,6.936,1,0,0,1,1,4,4,1,1,3,4,5763,5665,13390,13038,29970,31255,13390,13038,29970,31255,0,0,0,0,1
0.34,0.79746835443038,2017,6,1,2,1,2,0,0,0,18.004,18.751,1,0,0,0,0,1,1,0,0,1,1,32.601,10000,1,0,0,0,0,0,0,0,0,0,0,22.13,10000,1,0,0,0,0,0,0,0,0,0,0,36.191,10000,1,0,0,0,0,0,0,0,0,0,0,19.493,4.849,0,0,1,0,1,1,5,0,1,0,5,5975,5720,12599,13302,28528,30760,12599,13302,27352,28176,0,0,0,0,1
0.34,0.445945945945946,2017,8,1,2,1,0,0,1,0,22.793,10000,1,0,0,0,0,0,0,0,0,0,0,30.733,10000,1,0,0,0,0,0,0,0,0,0,0,14.303,21.201,1,0,0,0,0,1,0,0,0,1,0,28.168,10000,1,0,0,0,0,0,0,0,0,0,0,27.448,1.168,0,0,2,0,3,0,3,0,3,0,3,5526,6436,12268,14103,28655,29885,9820,11086,21866,23284,1,0,0,0,1
0.34,0.592592592592593,2017,9,1,2,2,3,0,3,0,17.141,8.269,0,0,0,0,2,2,3,0,2,2,3,42.266,10000,1,0,0,0,0,0,0,0,0,0,0,34.061,10.124,0,0,0,0,0,0,2,0,1,0,2,33.052,10000,1,0,0,0,0,0,0,0,0,0,0,12.432,3.36,0,0,2,0,5,4,8,0,5,4,8,5339,5900,12305,13966,30112,31423,13453,16728,33200,34523,1,1,0,0,1
0.34,0.654320987654321,2017,11,2,3,1,2,0,0,0,19.512,13.865,0,0,0,0,0,1,2,0,0,0,1,30.363,10000,1,0,0,0,0,0,0,0,0,0,0,10.984,10000,1,0,0,0,0,2,0,0,0,1,0,28.699,10000,1,0,0,0,0,0,0,0,0,0,0,3.967,3.435,0,1,1,3,2,7,7,3,2,7,7,5990,6075,13797,12741,30077,30590,10615,10398,22936,23457,1,0,0,0,1
0.34,0.79746835443038,2017,9,2,3,1,0,0,1,0,17.306,10000,1,0,0,0,0,1,0,0,0,1,0,33.142,10000,1,0,0,0,0,0,0,0,0,0,0,10.544,16.946,1,0,0,0,0,1,1,0,0,1,1,30.845,10000,1,0,0,0,0,0,0,0,0,0,0,13.62,12.509,0,0,0,0,0,4,7,0,0,4,6,5628,5370,12939,12335,29842,29540,11472,11259,26236,26321,1,1,0,0,1
0.34,0.654320987654321,2017,11,3,2,1,0,0,0,0,10.978,10000,1,0,0,0,0,4,0,0,0,1,0,22.844,10000,1,0,0,0,0,0,0,0,0,0,0,13.594,10000,1,0,0,0,0,1,0,0,0,1,0,24.954,10000,1,0,0,0,0,0,0,0,0,0,0,6.63,16.99,1,0,0,4,0,15,2,1,0,8,0,5793,5957,14065,12745,34439,25668,8502,8433,22789,17177,1,0,0,0,1
0.34,0.19047619047619,2017,3,0,1,0,9,2,3,2,11.641,13.767,1,0,0,0,0,3,4,0,0,2,2,10000,23.496,0,0,0,0,0,0,0,0,0,0,0,9.547,15.762,1,0,0,1,0,1,1,0,0,1,1,10000,21.043,0,0,0,0,0,0,0,0,0,0,0,5.676,7.23,1,0,0,2,4,9,12,2,3,6,10,5477,5611,12547,13108,30620,30513,9905,9414,23235,24030,1,1,0,0,0
0.34,0.19047619047619,2017,1,0,0,0,11,2,3,2,28.193,9.704,0,0,0,0,1,0,4,0,0,0,2,10000,22.415,0,0,0,0,0,0,0,0,0,0,0,10000,8.676,0,0,0,0,1,0,2,0,0,0,1,10000,20.26,0,0,0,0,0,0,0,0,0,0,0,14.672,5.191,0,0,0,0,3,3,8,0,1,2,7,5671,5751,13178,13857,28080,34233,10115,10535,19669,24569,0,0,0,0,0
0.34,0.654320987654321,2017,8,1,2,1,5,1,3,0,15.481,17.135,1,0,0,0,0,1,1,0,0,1,1,42.529,36.331,0,0,0,0,0,0,0,0,0,0,0,25.467,11.083,0,0,0,0,0,0,2,0,0,0,2,36.869,10000,1,0,0,0,0,0,0,0,0,0,0,19.985,3.633,0,0,1,0,3,1,5,0,3,2,5,5469,5818,12117,13247,28024,29156,13472,14494,32274,32058,1,1,0,0,1
0.34,0.592592592592593,2017,4,0,0,0,10,2,4,2,22.325,26.065,1,0,0,0,0,0,0,0,0,0,0,10000,31.999,0,0,0,0,0,0,0,0,0,0,0,10000,13.839,0,0,0,0,0,0,1,0,0,0,1,10000,23.722,0,0,0,0,0,0,0,0,0,0,0,22.31,6.757,0,0,0,0,1,0,5,0,1,0,4,5784,5728,13065,13265,28364,28462,11679,11614,25364,25074,1,1,0,0,0
0.34,0.79746835443038,2017,8,1,2,0,2,0,0,0,10.244,10.247,1,0,0,0,0,4,2,0,0,2,2,24.708,10000,1,0,0,0,0,0,0,0,0,0,0,10.828,10000,1,0,0,0,0,2,0,0,0,1,0,10000,10000,0,0,0,0,0,0,0,0,0,0,0,3.513,9.601,1,1,0,1,1,5,4,1,0,1,2,6409,5473,13712,12674,33141,28711,9139,8372,21288,20024,1,1,0,0,1
0.34,0.79746835443038,2017,9,2,3,2,2,0,1,0,9.843,26.885,1,0,0,1,0,3,0,1,0,4,0,40.556,10000,1,0,0,0,0,0,0,0,0,0,0,14.08,34.284,1,0,0,0,0,1,0,0,0,2,0,32.195,10000,1,0,0,0,0,0,0,0,0,0,0,6.349,9.678,1,0,0,3,2,5,2,3,2,5,2,5504,5688,14005,12497,33371,27886,16793,14668,36599,29989,0,0,0,0,1
0.34,0.592592592592593,2017,10,2,2,1,0,0,0,0,15.102,10000,1,0,0,0,0,3,0,0,0,0,0,22.648,10000,1,0,0,0,0,0,0,0,0,0,0,14.154,10000,1,0,0,0,0,1,0,0,0,0,0,20.559,10000,1,0,0,0,0,0,0,0,0,0,0,11.307,22.064,1,0,0,0,0,5,0,0,0,1,0,5710,5191,13058,12115,32857,26312,8423,8163,19571,17707,1,0,0,0,1
0.34,0.79746835443038,2017,10,2,2,1,0,0,1,0,12.036,10000,1,0,0,0,0,3,0,0,0,2,0,28.244,10000,1,0,0,0,0,0,0,0,0,0,0,17.553,10.86,0,0,0,0,0,1,1,0,0,0,1,28.752,10000,1,0,0,0,0,0,0,0,0,0,0,7.466,10.549,1,0,0,1,0,4,3,1,0,4,3,5907,5464,13550,12176,31789,27278,10434,9449,25393,21490,0,0,0,0,1
0.34,0.130434782608696,2017,1,0,1,0,10,2,1,2,25.943,19.659,0,0,0,0,0,0,1,0,0,0,1,10000,34.93,0,0,0,0,0,0,0,0,0,0,0,14.645,24.926,1,0,0,0,0,1,0,0,0,1,0,10000,30.18,0,0,0,0,0,0,0,0,0,0,0,7.97,2.554,0,0,1,1,2,5,4,1,2,5,4,5633,5919,12663,13190,28900,28204,12663,13190,28900,28204,0,1,0,0,0
0.34,0.19047619047619,2017,3,0,1,0,9,1,3,2,21.871,14.572,0,0,0,0,0,0,2,0,0,0,2,10000,37.715,0,0,0,0,0,0,0,0,0,0,0,12.884,20.483,1,0,0,0,0,1,0,0,0,1,0,10000,24.92,0,0,0,0,0,0,0,0,0,0,0,19.188,4.245,0,0,1,0,2,2,7,0,2,2,7,5710,5729,12847,13378,27736,31694,12847,13378,27736,31694,1,1,0,0,0
0.654320987654321,0.79746835443038,2017,2,0,2,0,10,2,2,2,18.641,22.885,1,0,0,0,0,1,0,0,0,1,0,10000,41.144,0,0,0,0,0,0,0,0,0,0,0,22.505,15.527,0,0,0,0,0,0,1,0,0,0,1,10000,26.051,0,0,0,0,0,0,0,0,0,0,0,7.515,13.242,1,0,0,1,0,4,4,1,0,4,4,5577,5484,12926,12140,29918,28128,14396,13652,32355,31209,1,1,0,0,0
0.654320987654321,0.445945945945946,2016,9,2,3,0,2,0,0,0,17.5,15.624,0,0,0,0,0,3,1,0,0,0,1,27.377,10000,1,0,0,0,0,0,0,0,0,0,0,13.902,10000,1,0,0,0,0,1,0,0,0,1,0,10000,10000,0,0,0,0,0,0,0,0,0,0,0,9.149,10000,1,0,0,2,0,6,0,0,0,3,0,5530,5703,12585,12581,30755,27908,9812,9726,22228,20976,1,0,0,0,1
0.654320987654321,0.592592592592593,2017,4,0,3,0,11,3,3,2,13.71,15.14,1,0,0,0,0,1,1,0,0,2,1,10000,40.939,0,0,0,0,0,0,0,0,0,0,0,4.539,17.424,1,1,0,1,0,2,1,2,0,2,1,10000,31.824,0,0,0,0,0,0,0,0,0,0,0,13.264,8.089,0,0,0,0,2,4,6,0,2,4,6,5979,5681,13144,13626,30158,30831,14427,15521,32858,34196,1,1,0,0,0
0.654320987654321,0.445945945945946,2016,0,0,0,0,11,3,2,1,10000,11.719,0,0,0,0,0,0,4,0,0,0,1,10000,24.96,0,0,0,0,0,0,0,0,0,0,0,10000,14.151,0,0,0,0,0,0,1,0,0,0,0,10000,22.059,0,0,0,0,0,0,0,0,0,0,0,8.595,8.463,0,0,0,1,1,2,4,0,0,1,3,5666,5893,12411,13716,27861,34612,8106,8777,18268,21569,0,1,0,1,0
0.654320987654321,0.34,2017,0,0,0,0,8,2,3,1,10000,15.967,0,0,0,0,0,0,1,0,0,0,0,10000,23.652,0,0,0,0,0,0,0,0,0,0,0,10000,10.597,0,0,0,0,0,0,2,0,0,0,1,10000,20.652,0,0,0,0,0,0,0,0,0,0,0,7.646,7.099,0,0,0,2,2,2,3,0,1,2,2,5914,5427,13346,13763,28424,31601,9988,10067,20612,21782,0,1,0,0,0
0.654320987654321,0.318181818181818,2016,4,0,1,0,11,3,3,1,19.679,9.636,0,0,0,0,1,1,4,0,1,1,4,10000,38.355,0,0,0,0,0,0,0,0,0,0,0,35.799,12.122,0,0,0,0,0,0,2,0,0,0,2,10000,35.723,0,0,0,0,0,0,0,0,0,0,0,8.946,9.093,1,0,0,1,1,1,2,1,1,2,3,5646,5882,13157,13003,27252,31414,13157,13003,29134,35232,1,1,0,0,0
0.654320987654321,0.34,2017,2,0,0,1,11,4,3,0,12.636,10.189,0,0,0,0,0,2,7,0,0,1,2,10000,16.204,0,0,0,0,0,0,1,0,0,0,0,10000,9.188,0,0,0,0,1,0,2,0,0,0,1,22.624,10000,1,0,0,0,0,0,0,0,0,0,0,7.123,3.643,0,0,1,1,3,3,12,1,1,2,4,5510,6275,12478,14213,27932,37643,9407,10531,20359,24225,0,1,0,0,0
0.654320987654321,0.34,2017,2,0,2,0,11,2,0,1,10.532,10.526,0,0,0,0,0,2,2,0,0,2,1,10000,29.533,0,0,0,0,0,0,0,0,0,0,0,16.852,10000,1,0,0,0,0,1,0,0,0,0,0,10000,25.536,0,0,0,0,0,0,0,0,0,0,0,2.737,5.108,1,1,0,2,2,2,3,2,2,2,3,5739,5695,13089,13099,28855,30661,10136,9881,23003,23100,0,1,0,0,0
0.654320987654321,0.445945945945946,2017,1,0,0,0,8,1,2,1,14.014,13.882,0,0,0,0,0,1,3,0,0,0,0,10000,25.023,0,0,0,0,0,0,0,0,0,0,0,10000,14.537,0,0,0,0,0,0,1,0,0,0,0,10000,22.059,0,0,0,0,0,0,0,0,0,0,0,9.52,7.748,0,0,0,1,3,1,8,0,0,1,4,5913,5491,12857,14685,29298,33751,7368,7305,17638,19211,0,1,0,0,0
0.654320987654321,0.130434782608696,2017,7,1,2,0,11,3,3,3,14.023,10.699,0,0,0,0,0,3,1,0,1,4,1,33.808,37.821,1,0,0,0,0,0,0,0,0,0,0,27.352,13.298,0,0,0,0,0,0,1,0,0,0,2,10000,22.911,0,0,0,0,0,0,0,0,0,0,0,8.671,8.527,0,0,0,2,1,8,2,2,1,8,2,5706,5882,13470,13613,32629,29710,14785,15015,36215,32816,0,1,0,0,0
0.654320987654321,0.592592592592593,2017,11,4,5,2,3,0,0,0,11.634,12.613,1,0,0,0,0,4,1,0,0,4,1,26.675,10000,1,0,0,0,0,0,0,0,0,0,0,14.024,10000,1,0,0,0,0,1,0,0,0,2,0,24.483,10000,1,0,0,0,0,0,0,0,0,0,0,8.57,8.034,0,0,0,4,2,8,3,4,2,11,3,5791,6012,14117,13545,33007,29118,15349,14644,36892,31877,1,1,0,0,1
0.654320987654321,0.79746835443038,2017,11,4,3,1,2,0,2,1,9.113,8.875,0,0,0,1,1,5,1,1,1,5,1,24.805,10000,1,0,0,0,0,0,0,0,0,0,0,17.034,10.606,0,0,0,0,0,1,1,0,0,1,1,28.147,36.254,1,0,0,0,0,0,0,0,0,0,0,12.014,21.349,1,0,0,0,0,4,0,0,0,4,0,5685,5670,12467,13799,32733,28013,12467,13799,32733,28013,1,1,0,0,1
