"rWinEfficiency","bWinEfficiency","Year","bTowersNum","bInhibsNum","bDragonsNum","bBaronsNum","rTowersNum","rInhibsNum","rDragonsNum","rBaronsNum","bTowersFirstDestroyedTime","rTowersFirstDestroyedTime","TowersFirstKillBy","bTowers5Mins","rTowers5Mins","bTowers10Mins","rTowers10Mins","bTowers20Mins","rTowers20Mins","bTowersQuarterGame","rTowersQuarterGame","bTowersHalfGame","rTowersHalfGame","bInhibsFirstDestroyedTime","rInhibsFirstDestroyedTime","InhibsFirstKillBy","bInhibs5Mins","rInhibs5Mins","bInhibs10Mins","rInhibs10Mins","bInhibs20Mins","rInhibs20Mins","bInhibsQuarterGame","rInhibsQuarterGame","bInhibsHalfGame","rInhibsHalfGame","bDragonsFirstDestroyedTime","rDragonsFirstDestroyedTime","DragonsFirstKillBy","bDragons5Mins","rDragons5Mins","bDragons10Mins","rDragons10Mins","bDragons20Mins","rDragons20Mins","bDragonsQuarterGame","rDragonsQuarterGame","bDragonsHalfGame","rDragonsHalfGame","bBaronsFirstDestroyedTime","rBaronsFirstDestroyedTime","BaronsFirstKillBy","bBarons5Mins","rBarons5Mins","bBarons10Mins","rBarons10Mins","bBarons20Mins","rBarons20Mins","bBaronsQuarterGame","rBaronsQuarterGame","bBaronsHalfGame","rBaronsHalfGame","bKillsFirstDestroyedTime","rKillsFirstDestroyedTime","KillsFirstKillBy","bKills5Mins","rKills5Mins","bKills10Mins","rKills10Mins","bKills20Mins","rKills20Mins","bKillsQuarterGame","rKillsQuarterGame","bKillsHalfGame","rKillsHalfGame","goldblue5Mins","goldred5Mins","goldblue10Mins","goldred10Mins","goldblue20Mins","goldred20Mins","goldblueQuarterGame","goldredQuarterGame","goldblueHalfGame","goldredHalfGame","isBluePreferredLineup","isRedPreferredLineup","isBluePreferredChamps","isRedPreferredChamps","bResult"
0.641509433962264,0.515873015873016,2017,2,0,0,0,11,3,2,1,17.181,18.287,1,0,0,0,0,1,2,0,0,1,1,10000,33.357,0,0,0,0,0,0,0,0,0,0,0,10000,20.024,0,0,0,0,0,0,0,0,0,0,0,10000,33.889,0,0,0,0,0,0,0,0,0,0,0,4.263,4.241,0,1,2,1,2,2,8,1,2,2,8,5654,5555,12914,13505,28740,31636,12914,13505,27479,29001,1,1,0,0,0
0.641509433962264,0.241379310344828,2017,5,0,1,1,11,2,3,1,11.751,11.59,0,0,0,0,0,2,3,0,0,2,3,10000,40.513,0,0,0,0,0,0,0,0,0,0,0,30.013,16.223,0,0,0,0,0,0,1,0,0,0,1,29.068,37.101,1,0,0,0,0,0,0,0,0,0,0,0.9,14.185,1,1,0,1,0,3,2,1,0,4,2,6316,5920,13498,13584,29940,31482,15134,15335,34304,35960,1,1,0,0,0
0.641509433962264,0.577617328519856,2016,3,0,0,0,11,3,3,1,3.701,3.402,0,1,1,2,2,3,2,2,2,3,2,10000,28.894,0,0,0,0,0,0,0,0,0,0,0,10000,14.162,0,0,0,0,0,0,1,0,0,0,1,10000,26.979,0,0,0,0,0,0,0,0,0,0,0,4.412,7.851,1,2,0,3,2,4,6,3,2,4,5,6211,6182,14960,14339,32286,31427,12200,10788,25297,24232,1,1,0,0,0
0.641509433962264,0.450331125827815,2016,5,0,2,0,9,1,2,2,13.521,9.567,0,0,0,0,1,3,3,0,1,3,3,10000,40.333,0,0,0,0,0,0,0,0,0,0,0,16.245,31.801,1,0,0,0,0,1,0,0,0,1,0,10000,30.279,0,0,0,0,0,0,0,0,0,0,0,6.774,12.217,1,0,0,5,0,10,2,5,0,10,3,5534,5722,13408,12655,34549,31213,13408,12655,34549,31213,0,1,0,0,0
0.641509433962264,0.506849315068493,2016,2,0,2,0,9,1,2,2,21.963,11.831,0,0,0,0,0,0,2,0,0,0,2,10000,41.395,0,0,0,0,0,0,0,0,0,0,0,12.202,19.676,1,0,0,0,0,1,1,0,0,1,1,10000,30.224,0,0,0,0,0,0,0,0,0,0,0,8.59,8.621,1,0,0,1,1,2,3,1,1,2,3,5703,5730,13929,13906,29744,33561,13929,13906,31312,35489,1,1,0,0,0
0.641509433962264,0.380952380952381,2016,2,0,2,0,9,2,2,1,8.317,8.329,1,0,0,1,1,2,2,0,0,1,2,10000,27.081,0,0,0,0,0,0,0,0,0,0,0,8.308,14.786,1,0,0,1,0,1,1,0,0,1,1,10000,25.082,0,0,0,0,0,0,0,0,0,0,0,3.145,6.275,1,2,0,3,1,5,4,3,1,3,3,6204,5595,14452,14243,31767,31649,10623,10222,24110,24875,1,0,0,0,0
0.641509433962264,0.380952380952381,2017,3,0,3,0,10,1,1,2,11.665,16.602,1,0,0,0,0,1,2,0,0,1,2,10000,35.909,0,0,0,0,0,0,0,0,0,0,0,6.581,33.079,1,0,0,1,0,2,0,1,0,2,0,10000,26.429,0,0,0,0,0,0,0,0,0,0,0,9.897,13.613,1,0,0,1,0,2,7,0,0,2,7,5675,5639,13414,13158,29970,32545,13414,13158,29970,32545,1,1,0,0,0
0.641509433962264,0.577617328519856,2016,3,0,1,1,8,1,2,0,14.426,14.303,0,0,0,0,0,1,1,0,0,1,1,10000,37.683,0,0,0,0,0,0,0,0,0,0,0,22.238,14.66,0,0,0,0,0,0,1,0,0,0,1,36.789,10000,1,0,0,0,0,0,0,0,0,0,0,5.066,4.883,0,0,1,1,2,6,6,1,2,5,6,5751,5933,13247,13626,31566,31231,13247,13626,31566,31231,0,1,0,0,0
0.641509433962264,0.515873015873016,2016,10,1,2,1,4,0,1,0,11.18,11.151,0,0,0,0,0,3,1,0,0,3,1,39.572,10000,1,0,0,0,0,0,0,0,0,0,0,19.533,33.493,1,0,0,0,0,1,0,0,0,1,0,30.636,10000,1,0,0,0,0,0,0,0,0,0,0,3.271,4.353,1,1,1,1,1,8,3,1,1,8,3,6145,5557,13262,12940,32952,30350,13262,12940,32952,30350,1,1,0,0,1
0.641509433962264,0.432203389830508,2017,4,0,0,0,10,3,4,2,18.724,16.137,0,0,0,0,0,1,3,0,0,1,2,10000,25.028,0,0,0,0,0,0,0,0,0,0,0,10000,8.913,0,0,0,0,1,0,2,0,1,0,2,10000,23.062,0,0,0,0,0,0,0,0,0,0,0,6.639,6.656,1,0,0,1,1,4,3,1,1,4,3,5553,5564,13053,12945,29388,30982,13053,12945,27290,28443,0,1,0,0,0
0.641509433962264,0.450331125827815,2016,3,0,0,1,11,4,3,1,13.44,13.017,0,0,0,0,0,1,5,0,0,1,3,10000,28.522,0,0,0,0,0,0,0,0,0,0,0,10000,14.985,0,0,0,0,0,0,1,0,0,0,1,29.595,20.5,0,0,0,0,0,0,0,0,0,0,0,6.475,8.429,1,0,0,1,1,2,9,1,1,2,6,5736,5768,13860,13404,29932,34035,12135,11561,26930,29467,1,1,0,0,0
0.641509433962264,0.577617328519856,2017,1,0,1,1,11,3,3,1,12.205,3.274,0,0,1,0,1,1,2,0,1,1,2,10000,39.479,0,0,0,0,0,0,0,0,0,0,0,15.339,21.721,1,0,0,0,0,1,0,0,0,1,0,29.575,37.059,1,0,0,0,0,0,0,0,0,0,0,11.702,8.673,0,0,0,0,1,2,7,0,1,2,7,5373,6203,12789,13469,28671,33101,13975,15277,31811,36478,1,1,0,0,0
0.328467153284672,0.263157894736842,2015,3,0,3,0,8,1,3,1,16.31,16.415,1,0,0,0,0,1,1,0,0,2,2,10000,45.693,0,0,0,0,0,0,0,0,0,0,0,15.035,7.714,0,0,0,0,1,1,1,0,1,2,1,10000,35.312,0,0,0,0,0,0,0,0,0,0,0,9.96,9.845,0,0,0,1,1,7,4,3,2,8,4,5361,5536,12369,12150,30005,28547,16127,15501,36434,35418,1,1,0,0,0
0.328467153284672,0.506849315068493,2017,11,2,1,1,0,0,1,0,10.621,10000,1,0,0,0,0,4,0,0,0,2,0,29.087,10000,1,0,0,0,0,0,0,0,0,0,0,20.884,11.175,0,0,0,0,0,0,1,0,0,0,1,26.491,10000,1,0,0,0,0,0,0,0,0,0,0,6.731,7.127,1,0,0,1,1,5,5,1,1,2,3,5892,5299,13513,12079,34182,27828,10717,9417,25332,21736,1,1,0,0,1
0.328467153284672,0.515873015873016,2017,11,3,2,1,0,0,0,0,10.901,10000,1,0,0,0,0,3,0,0,0,2,0,23.965,10000,1,0,0,0,0,0,0,0,0,0,0,12.364,10000,1,0,0,0,0,2,0,0,0,1,0,21.637,10000,1,0,0,0,0,0,0,0,0,0,0,1.007,4.314,1,4,1,6,2,15,6,4,1,11,2,6355,5729,14461,13528,35947,29503,10020,8816,23315,18628,1,1,0,0,1
0.328467153284672,0.450331125827815,2016,5,0,2,1,11,6,4,2,3.315,3.33,1,1,1,2,2,3,2,2,2,3,3,10000,37.059,0,0,0,0,0,0,0,0,0,0,0,12.548,6.068,0,0,0,0,1,1,2,0,1,1,2,28.66,36.628,1,0,0,0,0,0,0,0,0,0,0,7.859,7.827,0,0,0,5,1,5,8,5,1,5,10,6238,6180,14866,13533,31287,31192,18613,16057,37221,39307,1,1,0,0,0
0.328467153284672,0.380952380952381,2016,3,0,1,0,9,1,4,1,3.448,3.33,0,1,1,2,2,2,3,2,2,2,3,10000,36.596,0,0,0,0,0,0,0,0,0,0,0,14.401,7.279,0,0,0,0,1,1,1,0,1,1,1,10000,29.443,0,0,0,0,0,0,0,0,0,0,0,17.204,12.472,0,0,0,0,0,1,1,0,0,1,1,6065,6202,13943,14151,29057,30686,12434,12432,26228,27354,0,0,0,0,0
0.328467153284672,0.515873015873016,2015,6,0,5,0,8,1,0,1,12.692,12.597,0,0,0,0,0,2,1,0,0,2,1,10000,38.345,0,0,0,0,0,0,0,0,0,0,0,12.741,10000,1,0,0,0,0,2,0,0,0,2,0,10000,31.641,0,0,0,0,0,0,0,0,0,0,0,7.51,10.043,1,0,0,2,0,3,1,2,1,4,1,5471,5253,12292,11903,28760,27501,14212,13259,32141,30053,1,1,0,0,0
0.328467153284672,0.577617328519856,2016,9,1,2,1,0,0,0,0,9.056,10000,1,0,0,1,0,5,0,0,0,1,0,24.552,10000,1,0,0,0,0,0,0,0,0,0,0,14.797,10000,1,0,0,0,0,1,0,0,0,0,0,23.837,10000,1,0,0,0,0,0,0,0,0,0,0,8.333,12.637,1,0,0,2,0,8,1,0,0,6,1,5779,5582,13273,12992,34643,27287,7174,7004,19469,16606,1,0,0,0,1
0.328467153284672,0.532608695652174,2015,3,0,0,0,10,3,5,2,15.993,9.892,0,0,0,0,1,2,3,0,1,2,3,10000,32.343,0,0,0,0,0,0,0,0,0,0,0,10000,12.17,0,0,0,0,0,0,2,0,0,0,2,10000,29.64,0,0,0,0,0,0,0,0,0,0,0,10.704,8.401,0,0,0,0,1,3,4,0,2,3,4,5300,5344,11892,12345,27541,29388,11892,12345,27541,29388,1,1,0,0,0
0.328467153284672,0.616326530612245,2016,4,0,3,0,9,1,3,2,3.339,3.354,1,1,1,2,2,2,3,2,2,2,3,10000,42.267,0,0,0,0,0,0,0,0,0,0,0,13.717,7.173,0,0,0,0,1,1,1,0,1,2,1,10000,33.121,0,0,0,0,0,0,0,0,0,0,0,10.372,3.666,0,0,1,0,1,3,2,1,2,3,2,5959,6658,13603,14454,29347,32035,14923,16090,32219,35020,0,1,0,0,0
0.328467153284672,0.515873015873016,2016,2,0,0,0,11,3,2,1,17.098,13.658,0,0,0,0,0,1,3,0,0,0,1,10000,28.483,0,0,0,0,0,0,0,0,0,0,0,10000,23.465,0,0,0,0,0,0,0,0,0,0,0,10000,24.798,0,0,0,0,0,0,0,0,0,0,0,3.913,7.098,1,1,0,1,4,5,9,1,2,3,5,6060,5977,12938,13733,29336,32172,10386,9704,22782,24227,1,1,0,0,0
0.328467153284672,0.577617328519856,2015,9,1,3,2,1,0,1,0,17.33,17.226,0,0,0,0,0,2,1,0,0,0,0,31.275,10000,1,0,0,0,0,0,0,0,0,0,0,16.258,9.98,0,0,0,0,1,1,1,0,0,1,1,24.831,10000,1,0,0,0,0,0,0,0,0,0,0,11.478,5.113,0,0,0,0,3,8,5,0,1,7,5,5343,5478,12077,13735,30894,28989,9416,10029,21724,22033,1,1,0,0,1
0.328467153284672,0.450331125827815,2015,10,2,1,1,3,0,2,0,12.709,14.8,1,0,0,0,0,5,2,0,0,2,0,25.115,10000,1,0,0,0,0,0,0,0,0,0,0,21.407,8.059,0,0,0,0,1,0,2,0,0,0,1,24.369,10000,1,0,0,0,0,0,0,0,0,0,0,9.962,7.349,0,0,0,1,1,6,3,0,0,5,2,5398,5515,11736,12066,31432,27063,8024,8132,21007,17858,1,1,0,0,1
0.328467153284672,0.380952380952381,2016,5,0,0,0,10,2,2,2,3.336,3.692,1,1,1,1,1,4,3,1,1,4,3,10000,31.908,0,0,0,0,0,0,0,0,0,0,0,10000,22.302,0,0,0,0,0,0,0,0,0,0,0,10000,28.669,0,0,0,0,0,0,0,0,0,0,0,12.473,9.018,0,0,0,0,1,1,2,0,1,1,2,6153,5983,13139,13279,30696,31103,11766,11945,27438,28122,1,1,0,0,0
0.328467153284672,0.380952380952381,2015,4,0,2,0,9,1,3,2,15.889,15.56,0,0,0,0,0,1,2,0,0,1,2,10000,39.322,0,0,0,0,0,0,0,0,0,0,0,18.73,12.54,0,0,0,0,0,1,1,0,0,1,1,10000,24.33,0,0,0,0,0,0,0,0,0,0,0,3.775,2.778,0,1,1,1,1,1,4,1,1,1,4,5518,5785,11766,12890,25780,29045,11766,12890,25780,29045,0,1,0,0,0
0.328467153284672,0.432203389830508,2017,9,2,0,2,9,1,5,0,7.825,8.235,1,0,0,1,1,3,4,1,1,3,4,35.119,41.265,1,0,0,0,0,0,0,0,0,0,0,10000,8.783,0,0,0,0,1,0,2,0,1,0,2,26.797,10000,1,0,0,0,0,0,0,0,0,0,0,22.553,2.846,0,0,1,0,1,0,3,0,1,0,3,5559,6024,13540,13741,29691,32190,13540,13741,31229,34068,0,1,0,0,0
0.328467153284672,0.515873015873016,2016,3,0,2,0,11,4,2,2,3.816,3.414,0,1,1,1,2,2,3,1,2,2,3,10000,26.513,0,0,0,0,0,0,0,0,0,0,0,5.679,18.866,1,0,0,1,0,2,1,1,0,2,0,10000,25.016,0,0,0,0,0,0,0,0,0,0,0,5.558,3.42,0,0,1,2,2,4,6,2,2,4,6,5895,6466,13607,15001,29545,33065,11661,12946,27190,30232,1,1,0,0,0
0.328467153284672,0.307692307692308,2015,5,0,2,1,9,2,4,1,4.42,4.863,1,1,1,1,2,2,2,1,2,3,3,10000,38.82,0,0,0,0,0,0,0,0,0,0,0,17.601,11.407,0,0,0,0,0,1,1,0,1,1,1,28.958,36.359,1,0,0,0,0,0,0,0,0,0,0,11.357,12.034,1,0,0,0,0,6,2,2,0,6,2,5183,5224,12136,11921,29052,26347,15152,15254,35252,33762,0,1,0,0,0
0.328467153284672,0.515873015873016,2015,11,2,3,1,0,0,0,0,10.828,10000,1,0,0,0,0,3,0,0,0,2,0,26.287,10000,1,0,0,0,0,0,0,0,0,0,0,11.126,10000,1,0,0,0,0,2,0,0,0,1,0,28.422,10000,1,0,0,0,0,0,0,0,0,0,0,4.473,4.784,1,1,1,3,3,17,5,2,2,11,5,5293,5641,13048,13182,32376,26478,10099,10258,22260,20213,1,1,0,0,1
0.328467153284672,0.405405405405405,2016,2,0,0,0,9,1,4,1,3.448,3.336,0,1,1,2,2,2,4,1,2,2,3,10000,29.531,0,0,0,0,0,0,0,0,0,0,0,10000,7.908,0,0,0,0,1,0,2,0,0,0,2,10000,24.001,0,0,0,0,0,0,0,0,0,0,0,12.638,2.126,0,0,1,0,1,5,5,0,1,5,3,5999,6537,12811,14425,29579,32680,9831,11525,24112,24823,1,0,0,0,0
0.328467153284672,0.616326530612245,2017,10,2,2,1,3,0,2,0,13.148,13.253,1,0,0,0,0,2,1,0,0,2,1,34.404,10000,1,0,0,0,0,0,0,0,0,0,0,20.452,13.662,0,0,0,0,0,0,1,0,0,0,1,30.937,10000,1,0,0,0,0,0,0,0,0,0,0,9.398,3.646,0,0,2,1,2,6,8,1,2,6,8,5574,6791,13038,14394,32437,32236,13038,14394,29857,30258,1,1,0,0,1
0.328467153284672,0.616326530612245,2015,9,1,2,1,3,0,1,0,3.61,3.905,1,1,1,1,1,3,2,1,1,3,1,29.267,10000,1,0,0,0,0,0,0,0,0,0,0,17.327,10.863,0,0,0,0,0,1,1,0,0,0,1,27.032,10000,1,0,0,0,0,0,0,0,0,0,0,9.716,10000,1,0,0,1,0,5,0,0,0,3,0,5906,5967,12442,12172,30645,26902,9963,9427,22329,19384,1,1,0,0,1
0.328467153284672,0.263157894736842,2015,10,2,4,2,3,0,2,0,13.989,27.059,1,0,0,0,0,2,0,0,0,3,0,41.483,10000,1,0,0,0,0,0,0,0,0,0,0,14.322,7.552,0,0,0,0,1,1,1,0,1,2,1,36.633,10000,1,0,0,0,0,0,0,0,0,0,0,5.153,5.72,1,0,0,2,2,8,5,3,3,10,5,5092,5245,12797,12002,27558,25287,15391,14448,37481,30879,1,1,0,0,1
0.328467153284672,0.616326530612245,2015,10,1,2,1,1,0,1,0,4.317,11.608,1,1,0,2,0,5,1,1,0,4,1,27.348,10000,1,0,0,0,0,0,0,0,0,0,0,17.949,11.128,0,0,0,0,0,1,1,0,0,0,1,24.156,10000,1,0,0,0,0,0,0,0,0,0,0,3.709,9.972,1,2,0,5,1,9,2,3,0,7,1,5518,4930,13035,11525,32457,25518,10386,8716,24099,19677,1,1,0,0,1
0.328467153284672,0.505154639175258,2017,5,0,1,0,11,3,3,2,10.9,13.147,1,0,0,0,0,4,3,1,0,4,3,10000,44.384,0,0,0,0,0,0,0,0,0,0,0,38.844,11.394,0,0,0,0,0,0,2,0,1,0,2,10000,33.902,0,0,0,0,0,0,0,0,0,0,0,4.125,17.213,1,1,0,2,0,4,1,3,0,5,1,5549,5779,14085,13020,32622,29959,18300,15830,39156,36250,1,0,0,0,0
0.328467153284672,0.432203389830508,2016,2,0,1,0,8,1,4,1,3.706,3.334,0,1,1,2,2,2,2,2,2,2,2,10000,34.162,0,0,0,0,0,0,0,0,0,0,0,6.166,13.743,1,0,0,1,0,1,1,1,0,1,1,10000,32.096,0,0,0,0,0,0,0,0,0,0,0,12.524,12.504,0,0,0,0,0,2,4,0,0,2,4,6038,6113,13242,13694,29086,30586,11837,12275,26377,27582,0,1,0,0,0
0.328467153284672,0.505154639175258,2017,8,1,3,1,1,0,0,0,12.027,18.794,1,0,0,0,0,3,1,0,0,1,0,26.345,10000,1,0,0,0,0,0,0,0,0,0,0,8.32,10000,1,0,0,1,0,2,0,0,0,1,0,24.193,10000,1,0,0,0,0,0,0,0,0,0,0,6.417,5.896,0,0,0,3,3,7,4,1,2,5,3,5600,6088,12735,13467,32990,29682,8194,9140,21129,19332,1,0,0,0,1
0.328467153284672,0.37037037037037,2015,3,0,0,0,10,2,3,2,16.09,15.002,0,0,0,0,0,1,3,0,0,1,3,10000,33.334,0,0,0,0,0,0,0,0,0,0,0,10000,17.73,0,0,0,0,0,0,1,0,0,0,1,10000,27.588,0,0,0,0,0,0,0,0,0,0,0,6.164,4.353,0,0,1,2,3,6,12,2,3,6,12,5363,5472,12463,13244,27979,33173,12463,13244,26033,29375,0,1,0,0,0
0.328467153284672,0.509090909090909,2015,11,3,3,1,10,0,2,0,9.429,10.105,1,0,0,1,0,3,4,1,2,3,4,38.418,10000,1,0,0,0,0,0,0,0,0,0,0,10.316,30.2,1,0,0,0,0,2,0,1,0,2,0,36.477,10000,1,0,0,0,0,0,0,0,0,0,0,5.978,6.028,1,0,0,3,4,9,7,3,4,9,7,5451,5198,12923,12224,31706,28055,12923,12224,32903,29230,1,1,0,0,1
0.328467153284672,0.577617328519856,2016,11,2,3,2,6,0,0,0,3.343,3.35,1,1,1,3,3,4,4,3,3,4,4,34.49,10000,1,0,0,0,0,0,0,0,0,0,0,14.983,10000,1,0,0,0,0,1,0,0,0,1,0,25.248,10000,1,0,0,0,0,0,0,0,0,0,0,0.833333333333333,7.909,1,1,0,3,1,7,4,3,1,4,4,6698,6112,16103,13824,32222,30538,13935,12672,29133,26360,0,1,0,0,1
0.328467153284672,0.506849315068493,2016,9,1,2,1,2,0,1,0,14.574,19.907,1,0,0,0,0,3,1,0,0,3,0,27.056,10000,1,0,0,0,0,0,0,0,0,0,0,18.318,11.215,0,0,0,0,0,1,1,0,0,0,1,23.114,10000,1,0,0,0,0,0,0,0,0,0,0,9.255,13.07,1,0,0,1,0,9,4,0,0,6,2,5735,5544,13043,12916,33919,28107,10033,9789,24830,21566,1,1,0,0,1
0.328467153284672,0.380952380952381,2017,8,1,2,0,1,0,2,1,13.292,13.813,1,0,0,0,0,3,1,0,0,3,1,38.758,10000,1,0,0,0,0,0,0,0,0,0,0,15.828,9.413,0,0,0,0,1,1,1,0,1,1,1,10000,32.011,0,0,0,0,0,0,0,0,0,0,0,9.161,13.347,1,0,0,1,0,4,1,1,0,4,1,5750,5590,13447,12803,32919,27889,13447,12803,32919,27889,1,1,0,0,1
0.328467153284672,0.405405405405405,2016,7,1,2,1,7,1,3,2,3.251,3.322,1,1,1,1,1,3,3,1,1,3,4,46.467,42.938,0,0,0,0,0,0,0,0,0,0,0,18.578,12.365,0,0,0,0,0,1,1,0,0,1,1,45.477,29.985,0,0,0,0,0,0,0,0,0,0,0,21.498,7.327,0,0,0,0,1,0,2,0,1,1,3,6160,6043,12616,13118,29014,30708,15840,16220,34788,38124,1,1,0,0,1
0.328467153284672,0.505154639175258,2017,10,3,3,2,3,0,1,0,14.506,22.654,1,0,0,0,0,1,0,0,0,1,0,30.083,10000,1,0,0,0,0,0,0,0,0,0,0,10.92,30.171,1,0,0,0,0,2,0,0,0,2,0,26.384,10000,1,0,0,0,0,0,0,0,0,0,0,8.031,13.605,1,0,0,2,0,7,3,2,0,7,3,5848,5804,14073,12704,31935,28994,14073,12704,30361,27562,1,1,0,0,1
0.328467153284672,0.577617328519856,2015,11,3,3,1,2,0,0,0,14.856,16.086,1,0,0,0,0,3,1,0,0,0,0,25.229,10000,1,0,0,0,0,0,0,0,0,0,0,11.077,10000,1,0,0,0,0,2,0,0,0,1,0,23.572,10000,1,0,0,0,0,0,0,0,0,0,0,3.847,6.223,1,1,0,2,1,11,4,1,1,5,2,5839,5260,12768,11466,32373,25841,8225,7778,19718,16550,1,1,0,0,1
0.328467153284672,0.515873015873016,2016,11,2,3,1,1,0,0,0,7.198,11.258,1,0,0,1,0,4,1,1,0,2,1,26.532,10000,1,0,0,0,0,0,0,0,0,0,0,12.016,10000,1,0,0,0,0,1,0,0,0,1,0,23.731,10000,1,0,0,0,0,0,0,0,0,0,0,3.386,8.296,1,2,0,4,1,10,2,3,0,9,1,6496,5352,14963,12704,34798,27061,9463,8264,22156,19072,1,1,0,0,1
0.328467153284672,0.450331125827815,2016,9,1,3,1,2,0,0,0,10.586,10.945,1,0,0,0,0,5,1,0,0,3,1,25.4,10000,1,0,0,0,0,0,0,0,0,0,0,10.492,10000,1,0,0,0,0,2,0,0,0,1,0,23.101,10000,1,0,0,0,0,0,0,0,0,0,0,11.9,6,0,0,0,0,1,5,3,0,1,1,1,5716,5558,12566,12645,32804,26892,7443,7016,18604,17311,1,1,0,0,1
0.328467153284672,0.577617328519856,2017,10,6,3,1,10,3,2,2,8.158,8.686,1,0,0,1,1,4,4,3,3,5,4,28.779,40.031,1,0,0,0,0,0,0,0,0,0,0,20.026,9.218,0,0,0,0,1,0,1,0,1,1,1,26.483,37.295,1,0,0,0,0,0,0,0,0,1,0,6.758,3.782,0,0,1,1,1,3,3,1,2,9,5,5543,6127,14076,13400,31793,30365,21194,20618,45808,41049,1,1,0,0,0
0.328467153284672,0.616326530612245,2016,10,2,1,1,2,0,1,0,3.815,3.778,0,1,1,2,2,6,2,2,2,3,2,24.959,10000,1,0,0,0,0,0,0,0,0,0,0,20.36,12.19,0,0,0,0,0,0,1,0,0,0,1,22.94,10000,1,0,0,0,0,0,0,0,0,0,0,16.637,16.625,0,0,0,0,0,3,1,0,0,0,0,6058,6000,13341,13257,32535,27085,7461,7413,18487,17388,1,0,0,0,1
0.328467153284672,0.432203389830508,2016,10,1,4,1,2,0,0,0,3.315,3.682,1,1,1,2,2,3,2,2,2,3,2,25.956,10000,1,0,0,0,0,0,0,0,0,0,0,3.7,10000,1,1,0,1,0,3,0,1,0,2,0,23.655,10000,1,0,0,0,0,0,0,0,0,0,0,13.076,9.435,0,0,0,0,2,3,2,0,0,2,2,6102,6014,14305,13940,31765,28470,9499,9675,19787,20343,1,1,0,0,1
0.328467153284672,0.450331125827815,2017,11,4,2,2,2,0,3,0,13.643,13.745,1,0,0,0,0,4,1,0,0,5,1,29.143,10000,1,0,0,0,0,0,0,0,0,0,0,23.179,9.753,0,0,0,0,1,0,2,0,1,1,2,25.694,10000,1,0,0,0,0,0,0,0,0,1,0,14.597,8.009,0,0,0,0,2,4,5,0,4,5,5,5800,5772,13130,13455,32132,29884,17885,18172,43331,38650,1,1,1,0,1
0.328467153284672,0.616326530612245,2015,7,1,2,1,3,0,1,0,12.529,15.845,1,0,0,0,0,3,2,0,0,1,0,27.893,10000,1,0,0,0,0,0,0,0,0,0,0,13.187,26.687,1,0,0,0,0,2,0,0,0,1,0,24.84,10000,1,0,0,0,0,0,0,0,0,0,0,3.931,15.228,1,1,0,1,0,7,1,1,0,4,0,5564,5047,12251,11225,29716,25986,8194,7675,19724,15968,1,1,0,0,1
0.328467153284672,0.641509433962264,2016,9,1,1,1,3,0,2,0,14.989,17.128,1,0,0,0,0,2,2,0,0,2,0,29.598,10000,1,0,0,0,0,0,0,0,0,0,0,25.888,11.145,0,0,0,0,0,0,2,0,0,0,1,24.527,10000,1,0,0,0,0,0,0,0,0,0,0,11.177,3.122,0,0,1,0,2,1,4,0,2,1,3,5379,5979,12188,13362,29425,29384,9524,10583,22216,22335,0,1,0,0,1
0.328467153284672,0.450331125827815,2016,3,0,0,0,10,2,4,1,3.362,3.427,1,1,1,3,2,3,4,3,2,3,3,10000,28.749,0,0,0,0,0,0,0,0,0,0,0,10000,7.294,0,0,0,0,1,0,2,0,1,0,2,10000,28.186,0,0,0,0,0,0,0,0,0,0,0,25.09,10.195,0,0,0,0,0,0,6,0,0,0,3,6011,6189,14046,14057,29648,33243,10775,11114,23261,24007,0,1,0,0,0
0.328467153284672,0.641509433962264,2016,3,0,2,0,11,2,3,3,3.342,3.4,1,1,1,2,2,3,2,2,2,3,2,10000,34.898,0,0,0,0,0,0,0,0,0,0,0,7.234,17.577,1,0,0,1,0,1,1,1,0,1,1,10000,23.277,0,0,0,0,0,0,0,0,0,0,0,17.811,9.115,0,0,0,0,1,2,3,0,1,2,3,6237,6072,14008,13594,31401,30367,15470,15669,34826,34180,1,1,0,0,0
0.328467153284672,0.616326530612245,2015,8,1,3,2,7,1,2,0,11.926,15.188,1,0,0,0,0,3,4,0,0,3,4,36.726,32.8,0,0,0,0,0,0,0,0,0,0,0,17.842,11.591,0,0,0,0,0,1,1,0,0,1,1,30.487,10000,1,0,0,0,0,0,0,0,0,0,0,5.031,3.586,0,0,1,1,2,9,5,2,2,9,5,5320,5927,12120,12887,29476,29452,12120,12887,30877,30676,1,1,0,0,1
0.328467153284672,0.380952380952381,2015,8,1,4,1,4,0,0,0,14.898,15.886,1,0,0,0,0,3,3,0,0,3,3,38.075,10000,1,0,0,0,0,0,0,0,0,0,0,13.42,10000,1,0,0,0,0,2,0,0,0,2,0,34.944,10000,1,0,0,0,0,0,0,0,0,0,0,11.077,20.053,1,0,0,0,0,2,0,0,0,3,3,5192,5320,12156,11799,28945,26296,12156,11799,28945,26296,1,1,1,0,1
